listed_price,rating,mrp,discount_percent,product_name,review_count
799.0,3.9,799.0,0.0,"boAt Airdopes 101v2, 35H Battery, ENx Tech, 13mm Drivers, ASAP Charge, Flex-Fit Ear Tips,Stream Ad Free Music via App Support, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Pitch Black)",260
3899.0,4.0,9999.0,61.01,Samsung Galaxy Buds Core (Black) Galaxy AI Enabled in-Ear TWS with ANC | Enriched Bass | 6 Mic Setup | IP54 | 35hrs Battery | Touch Controls,1100
1499.0,4.0,1499.0,0.0,"boAt Nirvana Ion, 120HRS Battery, Crystal Bionic Sound w/Dual EQ Modes, 4Mics ENx, App Support, Low Latency, IPX4, v.5.2 Bluetooth TWS in Ear Earbuds Wireless Earphones with mic (Ivory White)",20100
799.0,3.9,2499.0,68.03,"Boult GOBOULT (Formerly W20 Truly Wireless in Ear Earbuds with 40H Playtime, Zenâ„¢ ENC Mic, 45ms Low Latency, 13mm Bass Drivers, Type-C Fast Charging, Touch Control, IPX5 Ear Buds TWS (Glacier Blue)",13900
899.0,4.0,5999.0,85.01,"GOBOULT Z20 Pro Made in India Ear Buds Wireless 60H Playtime, 4 Mics Calling, 45ms Low Latency Gaming, 13mm Bass Driver Earbuds Buds TWS Bluetooth Wireless Earphones(Powder Blue)",7300
1399.0,4.0,2499.0,44.02,"realme Buds T200x True Wireless Earbuds with 12.4mm Dynamic Bass Drivers, 25 dB ANC, Quad Mic, 45ms Latency, Upto 48 Hrs Playback, Fast Charge, IP55 Rated, BT 5.4 (Pure Black)",29700
999.0,3.8,999.0,0.0,"Noise Buds N1 Truly Wireless Earbuds with Chrome Finish, 40H of Playtime, Quad Mic with ENC, Ultra Low Latency Gaming (Up to 40 Ms), Instacharge(10 Min=120 Min), Bluetooth V5.3(Calm Beige)",13100
999.0,3.9,999.0,0.0,"Noise Buds Trance in-Ear Truly Wireless Earbuds with 45H of Playtime, Low Latency(up to 40 ms), Instacharge(10 min=200 min), BT v5.3(Space Blue)",674
2299.0,4.2,2799.0,17.86,"OnePlus Nord Buds 3 Truly Wireless Bluetooth Earbuds with up to 32dB Active Noise Cancellation, 10mins for 11Hours Fast Charging with Up to 43h Music Playback -Chromatic Blue",14100
599.0,3.6,599.0,0.0,"pTron Bassbuds Blaze in-Ear TWS Earbuds w/ 13mm Drivers, 50Hrs Playtime, AI-ENC Clear Calls, Bluetooth V5.4 Wireless Headphones, Touch Control, Voice Assistant, Type C Charging & IPX5 (Black & Grey)",487
1904.0,3.0,1904.0,0.0,"Boat Airdopes Loop OWS Earbuds w/Clip-On Fit, Air Conduction Tech, 50HRS Battery, 4Mics ENx, Dual EQ Modes, 12mm Drivers, 40ms Latency, ASAP Charge, OWS Ear Buds in Ear Bluetooth Earphones(Cool Grey)",1600
499.0,4.2,1999.0,75.04,"Kratos TW01 Ear Buds Wireless with 30H Playtime with Touch Control, Noise Isolation & Clear Calls, Bluetooth Earbuds with Voice Assistant, Bluetooth V 5.3 & with Type C Fast Charging,TWS Earphones",162
1299.0,4.0,4999.0,74.01,"GOBOULT x Mustang Dyno Earbuds with 60H Playtime, App Support, Dual Pairing, 4 Mics ENC, 45ms Low Latency, 13mm Drivers, Touch Controls, Made in India, IPX5 Ear Buds Wireless (Silver)",11400
999.0,3.7,4990.0,79.98,"Boat Airdopes 311 Pro, 50H Battery, Fast Charge,ENx Tech, Transparent LID, Low Latency,Stream Ad Free Music via App Support, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Dark Blue)",27000
299.0,4.6,299.0,0.0,Earbuds Wireless Earbuds Bluetooth 5.3 TWS Earphones Full Touch Control Headphone Built-in Microphone Premium Sound Quality With Long Battery Backup (Black),25
799.0,3.9,799.0,0.0,"GOBOULT Z20 Made in India Ear Buds Wireless with 51H Playtime, Clear Calling ENC Mic, Low Latency Gaming, 10mm Bass Drivers Earbuds Buds TWS Bluetooth (Ivory White)",6100
1099.0,3.8,1099.0,0.0,"Noise Buds VS104 Truly Wireless Earbuds with 45H of Playtime, Quad Mic with ENC, Instacharge(10 Min=200 Min), 13Mm Driver, Low Latency, BT V5.2 (Mint Green)",28600
1199.0,4.1,3499.0,65.73,"Boult GOBOULT (Formerly Astra Truly Wireless in Ear Earbuds with 48H Playtime, Built-in App Support, 45ms Low Latency Gaming, 4 Mics ENC, Breathing LEDs, 13mm Bass Drivers, TWS Ear Buds (White Opal)",2400
599.0,4.0,599.0,0.0,"pTron Bassbuds Rogue W/ 40Ms Low-Latency Gaming,Clear Calls,50Hrs Playtime,Pristine Sound,V5.3 Bluetooth in Ear Headphones,Snug-Fit,RGB Lights,Touch Control,Voice Assist,IPX5 Water Resistant(Blue)",2900
799.0,3.8,2999.0,73.36,"Boult GOBOULT (Formerly Z60 Made in India Ear Buds Wireless with 60H Playtime, 4 ENC Mics Clear Calling, 50ms Low Latency Gaming, 13mm Bass Driver Earbuds Bluetooth Wireless Earphones (Powder Blue)",13300
1199.0,4.1,1199.0,0.0,"Noise Buds VS102 Plus Truly Wireless Earbuds with Flybird Design, 70H of Playtime, Quad Mic with ENC, Instacharge(10 Min=120 Min), Bluetooth V5.3(Serene Blue)",139
4450.0,3.9,4450.0,0.0,"Sony WF-C510 Wireless Bluetooth Earbuds with Mic, TWS, in Ear, Ambient Sound Mode, Small and Comfortable, IPX4, Quick Charge, Multipoint Connectivity, Customized EQ, Up to 22 Hours Battery- Blue",3000
799.0,3.4,799.0,0.0,"boAt Airdopes 91 Prime, 45HRS Battery, 13mm Drivers, Metallic Finish, Low Latency,ENx Tech, Fast Charge, v5.3 Bluetooth TWS in Ear Earbuds Wireless Earphones with mic (Midnight Black)",10800
279.0,4.0,799.0,65.08,"Portronics Conch Theta C in Ear Type C Wired Earphones with in Line HD Mic, Powerful Audio, 14.2mm Driver, Unique Earbuds Design, TPE Anti Tangle Wire, in line Controls, Wide Compatibility(White)",5200
599.0,3.6,599.0,0.0,"pTron Zenbuds 1 V2 ANC Bluetooth V5.3 in Ear Earbuds, 32Db Quietsound Tech, 13Mm Hyperdrivers with 4D Panaromic Audio, 4 Quadpro ANC Mics, 40Ms Low Latency Game/Music Modes & IPX5 (Jet Black)",623
1099.0,3.9,1099.0,0.0,"boAt Airdopes 111v2, Leather Finish, 4Mics ENx, 50H Battery, 13mm Drivers, Dual Pair,Stream Ad Free Music via App Support, Bluetooth TWS in Ear Earbuds Wireless Earphones with mic ((Ivory White)",10200
629.0,3.6,2499.0,74.83,"ZEBRONICS Zeb-Sound Bomb 1 TWS Earbuds with BT5.0, Up to 12H Playback, Touch Controls, Voice Assistant, Splash Proof with Type C Portable Charging Case (Black)",23500
1099.0,4.0,3499.0,68.59,"Boult GOBOULT (Formerly Astra Neo Bluetooth in Ear Earbuds with 70H Playtime, 40mm Bass Driver, Zen ENC Mic, Type-C Charging, Bluetooth 5.4, Low Latency Gaming, Made in India, Wireless Earbud (Black)",1000
899.0,3.8,899.0,0.0,"Boat Airdopes 131 Gen 2, 13mm Drivers, 70H Battery, ENx Tech, Beast Mode 45 ms Low Latency, ASAP Charge, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Ice Blue)",4200
929.0,3.8,2490.0,62.69,"Boat Airdopes 163 in Ear Wireless Earbuds with 40 HRS Battery, Fast Charge, 13mm Drivers, IPX5, Quick Touch Response Control (Active Black)",1800
999.0,3.8,4490.0,77.75,"boAt Airdopes 141 / Airdopes 148, Low Latency, ENx Tech, 42HRS Battery, Fast Charge, IWP, IPX4, v5.1 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Pure White)",98300
1499.0,3.6,1499.0,0.0,"HAMMER Screen TWS Earbuds Wireless with 13mm Drivers, ANC Ear Buds 32dB, up to 50H Playtime TWS Ear Buds, Type-C Fast Charging, BT v5.4, True Wireless Earbuds Bluetooth,Transparency & EQ Mode (White)",1400
1299.0,3.8,2999.0,56.69,"realme Buds T01 Truly Wireless in Ear Earbuds with AI ENC for Calls, 13mm Dynamic Driver, Upto 28Hrs Battery,88mm Latency,Bluetooth V5.4 & Google Fast Pair (Black)",818
899.0,4.2,1999.0,55.03,"Boult GOBOULT (Formerly W60 True Wireless in Ear Earbuds 60H Playtime, Zen Quad Mic ENC, 50ms Low Latency, Made in India, Type-C Fast Charging, 13mm Driver, IPX5, TWS Ear Buds Wireless (Black)",827
799.0,3.6,4999.0,84.02,"Mivi DuoPods i7 in Ear Ear Buds Wireless -The 3rd Dimension of Sound with 3D Soundstage, High Fidelity Drivers, Advanced Audio Codec for Lossless Audio Earbuds, Made in India",695
854.0,5.0,854.0,0.0,"Aura TWS Earbuds with Digital Display, BT 5.49+ENC for Clear Calling, Low Latency Gaming Wireless Headphone, 36 Hours Play, Immersive Sound, Touch Control, IPX4 & Voice Assistance. Brown",14
749.0,3.8,4299.0,82.58,"ZEBRONICS Sound Bomb 7 Bluetooth TWS in Ear Earbuds with 60H Playtime, ENC Mic, Rapid Charge, Upto 50ms Gaming Mode, Flash Connect, Voice Assistant, Smooth Touch Control, BT v5.2, Type C (Black)",2600
2799.0,3.5,6999.0,60.01,"JBL Wave Buds 2 Ear Buds Wireless BluetoothV5.3, Active Noise Cancellation EarBuds,Multi Connect, App for Customized Extra Bass Eq, Relax Mode,Speed Charge, 40H Playback, Fast Pair, 4 Mics,IP54(Black)",26400
599.0,3.9,2299.0,73.95,"truke New Launch Buds Elite True Wireless in Ear Earbuds with 10mm Dynamic Driver, 70Hrs Battery & Fast Charging EarBuds, Dual-MIC ENC TWS, 40ms Low Latency Gaming Buds, Volume Control, BT 5.4 (White)",950
799.0,3.9,2499.0,68.03,"Boult GOBOULT (Formerly Made in India K10 Ear Buds Wireless with 50H Playtime, 4 Mics Clear Calling, 45ms Low Latency Gaming, IPX5, 10mm Bass Drivers Earbuds Bluetooth Wireless Earphones(Pure Black)",6500
999.0,3.7,999.0,0.0,"boAt Airdopes 121 Pro Plus,100H Battery,4Mics ENx,Low Latency,Fast Charge, LED Display, Stream Ad Free Music via App Support, Bluetooth in Ear Earbuds, TWS Ear Buds Wireless Earphones with mic (Blue)",27100
1999.0,3.9,17990.0,88.89,"boAt Nirvana Ivy, 50dB Hybrid Active Noise Cancellation, 360Âº Spatial Audio,Fast Charge,App Support, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Gunmetal Black)",895
3299.0,4.3,4999.0,34.01,"realme Buds Air 7,12.4mm Dynamic Bass Drivers,52Hrs Playtime,52dB Hybrid ANC,6 Mic ENC,45ms Low Latency,360Â° Spatial Audio,Hi-Res LHDC,IP55 Dust & Water Resistant,True Wireless TWS BT v5.4(Ivory Gold)",2300
1599.0,4.0,1599.0,0.0,"boAt Airdopes 800 HiDef, Hi-Res Audio LDAC, 4Mic ENx, App Support, ASAP Charge, IPX5, Low Latency, Dual Pairing, BTv5.3, Bluetooth TWS in Ear Earbuds Wireless Earphones (Graphite Grey)",7200
999.0,4.3,3499.0,71.45,"Boult GOBOULT (Formerly Klarity 4 ANC in-Ear Truly Wireless Earbuds 35dB Active Noise Cancellation, 60H Playtime, 4Mics Calling, 45ms Low Latency, 10mm Driver, Type-C Fast Charging(Electric White)",101
1099.0,3.9,1099.0,0.0,"Noise Aura Buds in Ear Truly Wireless Earbuds with 60H of Playtime, Quad Mic with ENC, Dual Device Pairing, Instacharge(10 Min=150 Min),12Mm Polymer Composite Driver,BT V5.3(Aura White)",3400
599.0,4.0,2999.0,80.03,"Leaf Buds X334 True Wireless in Ear Earbuds Ai Sound App, 40H Playtime, Quad Mic with Enc, 50Ms Low Latency, Fast Charging(10Min=300Min), 10Mm Driver, Ipx5, Bluetooth V5.4 TWS (Espresso)",165
1599.0,3.8,1599.0,0.0,"truke Newly Launched Buds Infinity Open Ear Wireless Earbuds with 70Hours of Playtime, 16mm Titanium Speaker, Quad Mic PureVoiceâ„¢ ENC for Clear Calls, Dual Pairing, Fast Charging OWS - Royal Blue",564
679.0,3.9,1999.0,66.03,"Portronics Harmonics Twins S16 in Ear Wireless TWS Earbuds with 24 Hrs Playtime, Clear Calls, Game & Music Mode, Low Latency, Bluetooth 5.3v, LED Display, Type C Fast Charging(Black)",1100
899.0,4.1,899.0,0.0,"truke New Launch Crystal Dyno Leather Finish True Wireless in Ear Earbuds w/Spatial Audio, 70H Battery Fast Charge Ear Buds, 13mm Driver HiFi Sound TWS, 40ms Ultra Low Latency, 4Mics ENC- RavenBlack",1200
599.0,3.3,599.0,0.0,"HAMMER New Launch Ultra Pods TWS Wireless Bluetooth Ear buds, Inbuilt Mic, 100H Standby Time, Earbuds with 30H Playtime, USB Type-C,13mm Dynamic Drivers, IPX5 Water Resistant Bluetooth Earphones(Blue)",699
2699.0,4.0,2699.0,0.0,"boAt Nirvana Zenith Pro (2025), 50dB Hybrid Adaptive ANC, Spatial Audio, Hi-Res Audio LDAC, 6Mics AI-ENx, 80 Hrs Battery, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Platinum Gold)",1000
499.0,3.4,499.0,0.0,Amazon Basics TWS in-Ear Earbuds (AB-T08) - C2 with Fast Charging up to 50 Hours of Playtime | Dual 10mm Driver | IPX4 Water-Resistance | Bluetooth 5.3 | Charging Case with Mic | Touch Control (Black),675
499.0,4.0,2999.0,83.36,"Dubstep Buzz X5 in-Ear Wireless Earbuds with Upto 50 hrs Playtime, 13mm Dynamic Drivers, X-Bass Technology, ENC, Clear Calls TWS Earbuds, Bluetooth V5.3 Earphones, Type-C Fast Charging (Black/Yellow)",254
1599.0,3.8,1599.0,0.0,"Noise Buds N1 Pro Truly Wireless Earbuds with Metallic Finish, ANC(Upto 30Db), 60H of Playtime, Dual Pairing, Instacharge(10 Min=200 Min), BT V5.3(Chrome Black)",6800
1999.0,3.5,6499.0,69.24,"Mivi SuperPods Immersio[Flagship Launch] | Dolby Audio, 3D Soundstage, 60H Battery, AI-ENC Mic, BT 5.4 | Ear Buds Wireless with Deep Bass, Fast Charging, in-Ear Bluetooth Earbuds",2600
599.0,3.5,3999.0,85.02,"Mivi Commando X7 [Just Launched] Gaming in Ear Earbuds: 35ms Low Latency, Aurora Lights, Dual RGB,13mm Bass Drivers, 50Hrs Playtime,Type C, AI ENC, Made in India Ear buds Wireless Bluetooth Gaming TWS",370
938.0,3.7,938.0,0.0,"Boat Airdopes 213, 50H Battery, ENx Tech, Beast Mode, ASAP Charge, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Shadow Black)",14
639.0,3.9,1999.0,68.03,"Portronics Harmonics Twins S18 in Ear TWS Earbuds with 30H Playtime, in Built HD Mic, Game/Music Mode, 13mm Dynamic Driver, Low Latency, Touch Control, Type C Fast Charging, Light Weight(Black)",708
149.0,3.8,14900.0,99.0,Sounce Earphone Case Cover for Boat Airdopes 300 Premium TWS Soft Silicone Skin Case Cover Shock Absorbing Protective Case with Keychain [Front LED Visible] - Black,4700
999.0,3.9,2999.0,66.69,"GOBOULT K40 True Wireless in Ear Earbuds with 48H Playtime, Clear Calling 4 Mics, 45ms Low Latency Gaming, 13mm Bass Drivers, Type-C Fast Charging, Bluetooth 5.3 Ear Buds (Ivory White)",8600
699.0,3.8,4999.0,86.02,"HAMMER Airflow Plus TWS Earbuds with Bluetooth 5.1, Smart Touch Control, Type-C Charging, IPX4 Rated SweatProof, Stereo Sound, Upto 23 Hours Playback, Noise Isolation (Emerald Green)",140
3999.0,3.9,19999.0,80.0,"Skullcandy Dime Evo Wireless in Ear Earbuds â€“ 36Hr Battery, Rapid Charge, Multipoint Pairing, Auto Connect, Stay-Aware Mode, Preset EQ Modes (Music/Bass/Podcast) â€“ Black",1300
1199.0,3.8,1199.0,0.0,"boAt (2025 Launch Airdopes Prime 412, 4Mics AI-ENx Tech, 50 Hrs Battery, Multipoint Connectivity,Fast Charge, App Support, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Sahara Chic)",372
1899.0,4.0,1899.0,0.0,"Boat Nirvana Space, 360Âº Spatial Audio, Active Noise Cancellation (~32dB), 100Hrs Battery,4Mics ENx, Fast Charge, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Cosmic Black)",5700
999.0,4.2,3499.0,71.45,"truke New Launch [2025] Mega 7 True Wireless in-Ear Earbuds w/ 24-Bit 360 Spatial Audio, 60H Playtime & Fast Charging Buds, Dual Pairing, 40ms Low Latency TWS, 4-Mic ENC, Made in India-(Coffee Brown)",302
785.0,3.9,4990.0,84.27,"boAt Airdopes Ultra Plus, 50 H Battery, 4Mics ENx, ASAP Charge, Low Latency, Stream Ad Free Music via App Support, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Sporty Blue)",280
899.0,3.8,899.0,0.0,"boAt Airdopes 141 Gen 2 (2025), 4 Mics ENx Tech, 48 Hrs Playback, Free Music Streaming, Fast Charge, Low Latency, IPX4, v5.4 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Active White)",86500
1099.0,3.6,1099.0,0.0,"boAt Airdopes 280 ANC, Active Noise Cancellation(~32dB), 60Hrs Battery, 13mm Drivers, 4Mics ENx, Fast Charge, IPX5, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Active Black)",3300
2199.0,4.0,2199.0,0.0,"boAt Nirvana Crystl (2025 Launch), Transparent Case,Spatial Audio, ANC(~32dB), 100Hrs Battery,4Mics ENx,App Support, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Quantum Black)",1500
1299.0,3.8,5999.0,78.35,"GOBOULT x Mustang Derby Truly Wireless in Ear Earbuds with 100H Playtime, App Support, Dual Device Pairing, 4 Clear Calling ENC Mics, 45ms Low Latency, IPX5 Ear Buds TWS Bluetooth 5.4",2500
999.0,3.7,999.0,0.0,"Noise Buds VS404 in Ear Truly Wireless Earbuds with 50H of Playtime,3 EQ Modes, Quad Mic with ENC, Instacharge(10 Min=200 Min),10mm Driver, BT v5.3 (Snow White)",409
4499.0,4.3,11198.0,59.82,"soundcore P40I by Anker,Noise Cancelling Wireless in Ear Earbuds,Adaptive Noise Cancelling to Environments,Heavy Bass,60H Playtime,2-in-1 Case and Phone Stand,Ipx5,Wireless Charging,Bluetooth 5.3",12000
2799.0,3.4,7499.0,62.68,"JBL Wave Beam 2 Ear Buds Wireless BluetoothV5.3, Active Noise Cancellation Earbuds,Multi Connect, App for Customized Extra Bass Eq, Relax Mode,Speed Charge, 40H Playback, Fast Pair,4 Mics,IP54(Black)",2400
1999.0,3.7,9999.0,80.01,"Skullcandy Inkâ€™D True Wireless Earbuds, 48Hr Battery + Rapid Charge, Quad-Mic ENC, Multipoint Pairing, 10mm Drivers, Low Latency, Sweat & Water Resistant, Bluetooth v5.4 -Gery Matte",2000
1999.0,3.9,1999.0,0.0,"boAt Airdopes Prime 701 ANC (2025 Launch),46dB Hybrid ANC, 50Hr Battery, Real Spatial Audio,Multidevice Connect,App Support, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Obsidian Grey)",2200
1699.0,4.0,5598.0,69.65,"soundcore R50I Nc By Anker Noise Cancelling In Ear Earbuds, Powerful Bass, 45H Playtime, 2-In-1 Case And Phone Stand, Ip54, Fast Charge 10Min = 120 Min, Bluetooth 5.4 (Green)",19700
2499.0,3.4,2499.0,0.0,"Noise Pure Pods Wireless Open Ear Earbuds with AirWaveâ„¢ Technology,Up-to 80H Playtime,Quad Mic with ENC,16mm Neodymium Dynamic Driver,Detachable Pure Band,BTv5.3 (Zen Beige)",2800
1900.0,4.2,2099.0,9.48,"iQOO TWS 1e in-Ear Earbuds with Mic, Upto 30dB Active Noise Cancellation, Fast Charging which Takes 10 mins for 3 Hours Playtime, with Upto 42 hrs Playback time (Flame Yellow)",1400
298.0,4.4,1999.0,85.09,DSSB TWS Bluetooth 5.3 Earbuds | Transparent Charging Case | True Wireless Earphones with HD Sound | Long Playtime | White,8
1429.0,3.8,2999.0,52.35,"realme Buds T110 Bluetooth Truly Wireless in Ear Earbuds with mic, AI ENC for Calls, Google Fast Pair, 38 Hours Total Playback with Fast Charging and Low Latency Gaming Mode (Jazz Blue)",888
1900.0,4.2,2099.0,9.48,"iQOO TWS 1e in-Ear Earbuds with Mic, Upto 30dB Active Noise Cancellation, Fast Charging which Takes 10 mins for 3 Hours Playtime, with Upto 42 hrs Playback time (Flame Yellow)",1400
3298.0,3.4,5999.0,45.02,"JBL Wave Flex 2 in-Ear Wireless Earbuds (TWS) with Mic,4 mics for Crisp & Clear Calls,40 Hours Battery,Ip54 Water&Dust Resistance,Multi-Point Connection (Black)",631
2499.0,4.0,5499.0,54.56,"Nu Republic Cyberstud Fidget Spinner Earbuds Bluetooth Wireless in Ear with X-Bass, ENC Technology, 70 Hrs Playtime, 13mm Dynamic Drivers, Fast Charge, Dual Mode (Game/Music) - Red/Grey",28
797.0,3.8,4999.0,84.06,"HOPPUP Predator Xo3 Gaming Earbuds with 35MS Low Latency, 13MM Drivers & 50H Playtime Bluetooth (White, True Wireless)",113
2199.0,4.4,3999.0,45.01,"realme Buds T310 Truly Wireless in-Ear Earbuds with 46dB Hybrid ANC, 360Â° Spatial Audio, 12.4mm Dynamic Bass Driver, Upto 40Hrs Battery and Fast Charging (Dome Green)",7
899.0,3.7,899.0,0.0,"pTron Bassbuds Zen TWS Earbuds w/ 35dB ANC, Quad MEMS Mic, ENC Calls, 55Hrs Playtime, Custom EQ, App Support, BT6.0, Dual-Device Pairing, 40ms Low-Latency, IPX5, 13mm Driver (Black)",131
1099.0,4.0,1099.0,0.0,"truke Mega 9 New Launch True Wireless in Ear Earbuds W/ 24-Bit Lossless Spatial Audio, 70H Battery Fast Charge Ear Buds, Leather Finish, 13mm Speakers TWS, 40ms Ultra Low Latency, 4Mics ENC",1200
999.0,4.1,3999.0,75.02,"truke New Launch Mega 8 True Wireless in-Ear Earbuds with 24-Bit Spatial Audio, 70H Battery & Fast Charge Buds, Dual Pairing, 40ms Low Latency, 4-Mic ENC, Leather Finish Case, Made in India-OnyxBlack",225
799.0,3.9,2999.0,73.36,"Mivi DuoPods Maxx TWS [New Launch], 13mm Bass Drivers, 50 Hrs Playtime, HD Call Clarity with AI-ENC, Gaming Mode, BT v5.3, Swift Type-C Charging, Made in India Earbuds",864
699.0,3.9,1999.0,65.03,"Portronics Harmonics Twins S3 Smart TWS Bluetooth 5.2 Earbuds with 20 Hrs Playtime, 8mm Drivers, Type C Charging, IPX4 Water Resistant, Low Latency, Lightweight Design(White)",2300
1099.0,3.9,1099.0,0.0,"boAt Rockerz 255 Pro+, 60HRS Battery, Fast Charge, IPX7, Dual Pairing, Low Latency, Magnetic Earbuds, in Ear Bluetooth Neckband, Wireless with Mic Earphones (Active Black)",0
649.0,3.8,3499.0,81.45,"Nu Republic Epic X4 with 52 Hour Playtime, X-BassÂ® Technology, 13mm Neodymium Drivers, ENC Mics, Dual Mode, 40ms Low Latency, Quick Charge 15mins = 200 Mins Play TWS Earbuds (Green Envy)",428
2099.0,4.1,7899.0,73.43,"soundcore V20I by Anker Open Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, 16Mm Drivers, 4 Mics, IP55, LED Lights, 36H Playtime, Fast Charging,Bluetooth 5.4, Multipoint Connection",9900
2299.0,4.2,5999.0,61.68,CrossBeats Fury Max Gaming TWS in-Ear Buds |100hr Playtime Bluetooth Earphones | RGB Lights | BT v5.4 | 30ms Low Latency | 360Â° Spatial Audio | 3D Sound Stage | 6 mics AI ENC | Dual EQ Modes(Black),966
